County,District Name,BP: 6142.5 Environmental Education,BP 6142.5 Link to Policy,Path to PDF,PDF Text
Kern,Fairfax Elementary,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030657&revid=RslshDWIC37OOplusD0xMAzsRTHw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,Fairfax_BP6142.pdf,policy 61425  environmental education status  adopted original adopted date  08122010  last reviewed date  08122010 governing board recognizes schools play crucial role educating students importance environment preparing stewards natural resources  board believes students value environment  respect life forms  understand basic ecological principles support planet  live ecologically responsible lifestyle  superintendent designee shall develop environmental education program aligned state academic standards curriculum frameworks  superintendent designee shall determine district s environmental education program integrated district s science curriculum subjects courses concepts may explicitly systematically taught  goal district s environmental education program shall provide students understanding interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program shall emphasize coordination instructional resources active student participation onsite resource conservation management programs promotion service learning partnerships  board policy manual fairfax school district
Kern,Kernville Union Elementary,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030680&revid=AXEsEVu0CZp43GVDOwY0mw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,Kernville_Union_BP6142.pdf,policy 61425  environmental education status  adopted original adopted date  11132007  last reviewed date  11132007 governing board recognizes schools play crucial role educating students importance environment preparing stewards natural resources  board believes students value environment  respect life forms  understand basic ecological principles support planet  live ecologically responsible lifestyle  superintendent designee shall develop environmental education program aligned state academic standards curriculum frameworks  superintendent designee shall determine district s environmental education program integrated district s science curriculum subjects courses concepts may explicitly systematically taught  goal district s environmental education program shall provide students understanding interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program shall emphasize coordination instructional resources active student participation onsite resource conservation management programs promotion service learning partnerships  board policy manual kernville union school district
Kern,Lamont Elementary,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030288&revid=nR0iLpLw9Zobu1qHSjNrHw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,Lamont_Elementary_BP6142.pdf,policy 61425  environmental education status  adopted original adopted date  09252007  last revised date  09122024  last reviewed date  09122024 governing board recognizes schools play crucial role educating students relationship humans natural world preparing skills  knowledge  principles needed solve environmental problems  board believes students understand ecological systems impact human action systems  including  limited  climate change  district s environmental education program shall promote environmental literacy shall prepare students stewards natural resources live environmentally sustainable lifestyle  district s local control accountability plan may include local goals priorities environmental literacy  district s environmental education program may taught across district curriculum science  historysocial science  english language arts  health   extent practicable  mathematics  instruction shall aligned stateadopted standards curriculum frameworks may include  limited  interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program may also provide active student participation onsite resource conservation management programs promotion service learning partnerships  superintendent designee may collaborate local educational agencies andor communitybased organizations enhance curriculum learning experiences provided students  superintendent designee shall ensure environmentbased learning experiences made available equitable basis environmental literacy curriculum reflects linguistic  ethnic  socioeconomic diversity california  appropriate  superintendent designee shall provide professional development teachers development effective implementation curriculum activities inside outside classroom promote environmental literacy  board policy manual lamont elementary school district
Kern,Richland Union Elementary,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030401&revid=KTNslshH8ssMN4miJslshschtqbQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=ruE8yj8gaZHBkLjNHWmKZw==&PG=6&IRP=0&isPndg=false,Richland_BP6142.pdf,policy 61425  environmental education status  adopted original adopted date  08142017  last revised date  06282021  last reviewed date  06282021 board trustees recognizes schools play crucial role educating students relationship humans natural world preparing skills  knowledge  principles needed solve environmental problems  board believes students understand ecological systems impact human action systems  including  limited  climate change  district s environmental education program shall promote environmental literacy shall prepare students stewards natural resources live environmentally sustainable lifestyle  district s local control accountability plan may include local goals priorities environmental literacy  district s environmental education program may taught across district curriculum science  historysocial science  english language arts  health   extent practicable  mathematics  instruction shall aligned stateadopted standards curriculum frameworks may include  limited  interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program may also provide active student participation onsite resource conservation management programs promotion service learning partnerships  superintendent designee may collaborate local educational agencies andor communitybased organizations enhance curriculum learning experiences provided students  superintendent designee shall ensure environmentbased learning experiences made available equitable basis environmental literacy curriculum reflects linguistic  ethnic  socioeconomic diversity california  appropriate  superintendent designee shall provide professional development teachers development effective implementation curriculum activities inside outside classroom promote environmental literacy  board policy manual richland school district
Kern,Lost Hills Union Elementary,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030524&revid=gsizpiRndkmJ856FtixqZg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=ruE8yj8gaZHBkLjNHWmKZw==&PG=6&IRP=0&isPndg=false,Lost_Hills_Union_BP6142.pdf,policy 61425  environmental education status  adopted original adopted date  02122013  last revised date  11082021  last reviewed date  11082021 governing board recognizes schools play crucial role educating students relationship humans natural world preparing skills  knowledge  principles needed solve environmental problems  board believes students understand ecological systems impact human action systems  including  limited  climate change  district s environmental education program shall promote environmental literacy shall prepare students stewards natural resources live environmentally sustainable lifestyle  district s local control accountability plan may include local goals priorities environmental literacy  district s environmental education program may taught across district curriculum science  historysocial science  english language arts  health   extent practicable  mathematics  instruction shall aligned stateadopted standards curriculum frameworks may include  limited  interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program may also provide active student participation onsite resource conservation management programs promotion service learning partnerships  superintendent designee may collaborate local educational agencies andor communitybased organizations enhance curriculum learning experiences provided students  superintendent designee shall ensure environmentbased learning experiences made available equitable basis environmental literacy curriculum reflects linguistic  ethnic  socioeconomic diversity california  appropriate  superintendent designee shall provide professional development teachers development effective implementation curriculum activities inside outside classroom promote environmental literacy  board policy manual lost hills union school district
Kern,Maricopa Unified,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031059&revid=mGxT5lLK3C1jzsoazFp76Q==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,Maricopa_Unified_BP6142.pdf,policy 61425  environmental education status  adopted original adopted date  07132023  last reviewed date  07132023 governing board recognizes schools play crucial role educating students relationship humans natural world preparing skills  knowledge  principles needed solve environmental problems  board believes students understand ecological systems impact human action systems  including  limited  climate change  district s environmental education program shall promote environmental literacy shall prepare students stewards natural resources live environmentally sustainable lifestyle  district s local control accountability plan may include local goals priorities environmental literacy  district s environmental education program may taught across district curriculum science  historysocial science  english language arts  health   extent practicable  mathematics  instruction shall aligned stateadopted standards curriculum frameworks may include  limited  interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program may also provide active student participation onsite resource conservation management programs promotion service learning partnerships  superintendent designee may collaborate local educational agencies andor communitybased organizations enhance curriculum learning experiences provided students  superintendent designee shall ensure environmentbased learning experiences made available equitable basis environmental literacy curriculum reflects linguistic  ethnic  socioeconomic diversity california  appropriate  superintendent designee shall provide professional development teachers development effective implementation curriculum activities inside outside classroom promote environmental literacy  board policy manual maricopa unified school district
Kern,Pond Union Elementary,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030788&revid=6NUImf63ulU8q3RnmpJ9eA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=ruE8yj8gaZHBkLjNHWmKZw==&PG=6&IRP=0&isPndg=false,Pond_Union_BP6142.pdf,policy 61425  environmental education status  adopted original adopted date  11132018  last reviewed date  11132018 board trustees recognizes school play crucial role educating students importance environment preparing stewards natural resources  board believes students value environment  respect life forms  understand basic ecological principles support planet  live ecologically responsible lifestyle  superintendentprincipal designee shall develop environmental education program aligned state academic standards curriculum frameworks  superintendentprincipal designee shall determine district s environmental education program integrated district s science curriculum subjects courses concepts may explicitly systematically taught  goal district s environmental education program shall provide students understanding interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program shall emphasize coordination instructional resources active student participation onsite resource conservation management programs promotion service learning partnerships  board policy manual pond union school district
Kern,Southern Kern Unified,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030190&revid=j6plgpluswDQRGJpXuhPJ2h0w==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=ruE8yj8gaZHBkLjNHWmKZw==&PG=6&IRP=0&isPndg=false,Southern_Kern_Unified_BP6142.pdf,policy 61425  environmental education status  adopted original adopted date  11031993  last revised date  09012021  last reviewed date  09012021 governing board recognizes schools play crucial role educating students relationship humans natural world preparing skills  knowledge  principles needed solve environmental problems  board believes students understand ecological systems impact human action systems  including  limited  climate change  district s environmental education program shall promote environmental literacy shall prepare students stewards natural resources live environmentally sustainable lifestyle  district s local control accountability plan may include local goals priorities environmental literacy  district s environmental education program may taught across district curriculum science  historysocial science  english language arts  health   extent practicable  mathematics  instruction shall aligned stateadopted standards curriculum frameworks may include  limited  interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program may also provide active student participation onsite resource conservation management programs promotion service learning partnerships  superintendent designee may collaborate local educational agencies andor communitybased organizations enhance curriculum learning experiences provided students  superintendent designee shall ensure environmentbased learning experiences made available equitable basis environmental literacy curriculum reflects linguistic  ethnic  socioeconomic diversity california  appropriate  superintendent designee shall provide professional development teachers development effective implementation curriculum activities inside outside classroom promote environmental literacy  board policy manual southern kern unified school district
Kern,South Fork Union,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030485&revid=ny8rG5q4Gplussv0yU3hZKtQg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=ruE8yj8gaZHBkLjNHWmKZw==&PG=6&IRP=0&isPndg=false,South_Fork_Union_BP6142.pdf,policy 61425  environmental education status  adopted original adopted date  09092021  last reviewed date  09092021 governing board recognizes schools play crucial role educating students relationship humans natural world preparing skills  knowledge  principles needed solve environmental problems  board believes students understand ecological systems impact human action systems  including  limited  climate change  district s environmental education program shall promote environmental literacy shall prepare students stewards natural resources live environmentally sustainable lifestyle  district s local control accountability plan may include local goals priorities environmental literacy  district s environmental education program may taught across district curriculum science  historysocial science  english language arts  health   extent practicable  mathematics  instruction shall aligned stateadopted standards curriculum frameworks may include  limited  interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program may also provide active student participation onsite resource conservation management programs promotion service learning partnerships  superintendent designee may collaborate local educational agencies andor communitybased organizations enhance curriculum learning experiences provided students  superintendent designee shall ensure environmentbased learning experiences made available equitable basis environmental literacy curriculum reflects linguistic  ethnic  socioeconomic diversity california  appropriate  superintendent designee shall provide professional development teachers development effective implementation curriculum activities inside outside classroom promote environmental literacy  board policy manual south fork union school district
Kern,Standard Elementary,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030456&revid=1blslshTcGrmVSybpVoOn9IplusA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=ruE8yj8gaZHBkLjNHWmKZw==&PG=6&IRP=0&isPndg=false,Standard_Elementary_BP6142.pdf,policy 61425  environmental education status  adopted original adopted date  02042003  last revised date  10122021  last reviewed date  10122021 governing board recognizes schools play crucial role educating students relationship humans natural world preparing skills  knowledge  principles needed solve environmental problems  board believes students understand ecological systems impact human action systems  including  limited  climate change  district s environmental education program shall promote environmental literacy shall prepare students stewards natural resources live environmentally sustainable lifestyle  district s local control accountability plan may include local goals priorities environmental literacy  district s environmental education program may taught across district curriculum science  historysocial science  english language arts  health   extent practicable  mathematics  instruction shall aligned stateadopted standards curriculum frameworks may include  limited  interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program may also provide active student participation onsite resource conservation management programs promotion service learning partnerships  superintendent designee may collaborate local educational agencies andor communitybased organizations enhance curriculum learning experiences provided students  superintendent designee shall ensure environmentbased learning experiences made available equitable basis environmental literacy curriculum reflects linguistic  ethnic  socioeconomic diversity california  appropriate  superintendent designee shall provide professional development teachers development effective implementation curriculum activities inside outside classroom promote environmental literacy  board policy manual standard elementary school district
Kern,Taft Union High,1.0,https://go.boarddocs.com/ca/taft/Board.nsf/goto?open&id=A32G5A7F522D,Taft_Union_High_BP6142.pdf,book taft union high school district board policies section 6000instruction title environmental education code 61425 bp status active adopted april 21  2008 board policy environmental education bp 61425 instruction governing board recognizes schools play crucial role educating students importance environment preparing stewards natural resources  board believes students value environment  respect life forms  understand basic ecological principles support planet  live ecologically responsible lifestyle    superintendent designee shall develop environmental education program aligned state academic standards curriculum frameworks  superintendent designee shall determine district s environmental education program integrated district s science curriculum subjects courses concepts may explicitly systematically taught      goal district s environmental education program shall provide students understanding interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program shall emphasize coordination instructional resources active student participation onsite resource conservation management programs promotion service learning partnerships
Kern,Tehachapi Unified,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030470&revid=stG71Fb2tiOJc3NpDD3dIA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=ruE8yj8gaZHBkLjNHWmKZw==&PG=6&IRP=0&isPndg=false,Tehachapi_Unified_BP6142.pdf,policy 61425  environmental education status  adopted original adopted date  04132010 governing board recognizes schools play crucial role educating students importance environment preparing stewards natural resources  board believes students value environment  respect life forms  understand basic ecological principles support planet  live ecologically responsible lifestyle  superintendent designee shall develop environmental education program aligned state academic standards curriculum frameworks  superintendent designee shall determine district s environmental education program integrated district s science curriculum subjects courses concepts may explicitly systematically taught  goal district s environmental education program shall provide students understanding interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program shall emphasize coordination instructional resources active student participation onsite resource conservation management programs promotion service learning partnerships  board policy manual tehachapi unified school district
Kern,Vineland Elementary,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030839&revid=j99feLryLplush0MtlUy2TTlQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=ruE8yj8gaZHBkLjNHWmKZw==&PG=6&IRP=0&isPndg=false,Vineland_BP6142.pdf,policy 61425  environmental education status  adopted original adopted date  09132021  last reviewed date  09132021 governing board recognizes schools play crucial role educating students relationship humans natural world preparing skills  knowledge  principles needed solve environmental problems  board believes students understand ecological systems impact human action systems  including  limited  climate change  district s environmental education program shall promote environmental literacy shall prepare students stewards natural resources live environmentally sustainable lifestyle  district s local control accountability plan may include local goals priorities environmental literacy  district s environmental education program may taught across district curriculum science  historysocial science  english language arts  health   extent practicable  mathematics  instruction shall aligned stateadopted standards curriculum frameworks may include  limited  interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program may also provide active student participation onsite resource conservation management programs promotion service learning partnerships  superintendent designee may collaborate local educational agencies andor communitybased organizations enhance curriculum learning experiences provided students  superintendent designee shall ensure environmentbased learning experiences made available equitable basis environmental literacy curriculum reflects linguistic  ethnic  socioeconomic diversity california  appropriate  superintendent designee shall provide professional development teachers development effective implementation curriculum activities inside outside classroom promote environmental literacy  board policy manual vineland school district
Kern,Wasco Union Elementary,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030234&revid=tqCc755fztojslshpJBmRCvOQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=ruE8yj8gaZHBkLjNHWmKZw==&PG=6&IRP=0&isPndg=false,Wasco_Union_Elementary_BP6142.pdf,policy 61425  environmental education status  adopted original adopted date  10092001  last revised date  08102021  last reviewed date  08102021 governing board recognizes schools play crucial role educating students relationship humans natural world preparing skills  knowledge  principles needed solve environmental problems  board believes students understand ecological systems impact human action systems  including  limited  climate change  district s environmental education program shall promote environmental literacy shall prepare students stewards natural resources live environmentally sustainable lifestyle  district s local control accountability plan may include local goals priorities environmental literacy  district s environmental education program may taught across district curriculum science  historysocial science  english language arts  health   extent practicable  mathematics  instruction shall aligned stateadopted standards curriculum frameworks may include  limited  interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program may also provide active student participation onsite resource conservation management programs promotion service learning partnerships  superintendent designee may collaborate local educational agencies andor communitybased organizations enhance curriculum learning experiences provided students  superintendent designee shall ensure environmentbased learning experiences made available equitable basis environmental literacy curriculum reflects linguistic  ethnic  socioeconomic diversity california  appropriate  superintendent designee shall provide professional development teachers development effective implementation curriculum activities inside outside classroom promote environmental literacy  board policy manual wasco union elementary school district
Kern,Rio Bravo-Greeley Union Elementary,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030206&revid=f94U2b8HntYP3DmxvfntrA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=ruE8yj8gaZHBkLjNHWmKZw==&PG=6&IRP=0&isPndg=false,Rio_Bravo_Greeley_Union_BP6142.pdf,policy 61425  environmental education status  adopted original adopted date  06162023  last reviewed date  06162023 governing board recognizes schools play crucial role educating students importance environment preparing stewards natural resources  board believes students value environment  respect life forms  understand basic ecological principles support planet  live ecologically responsible lifestyle  superintendent designee shall develop environmental education program aligned state academic standards curriculum frameworks  superintendent designee shall determine district s environmental education program integrated district s science curriculum subjects courses concepts may explicitly systematically taught  goal district s environmental education program shall provide students understanding interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program shall emphasize coordination instructional resources active student participation onsite resource conservation management programs promotion service learning partnerships  board policy manual rio bravogreeley union school district
Kern,Sierra Sands Unified,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030200&revid=xLstpslsh7plusbJMxT7slshi8OQq2A==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=ruE8yj8gaZHBkLjNHWmKZw==&PG=6&IRP=0&isPndg=false,Sierra_Sands_Unified_BP6142.pdf,policy 61425  environmental education status  adopted original adopted date  08181994 governing board recognizes schools play crucial role educating students environmental issues preparing stewards natural resources  quality life future generations depend upon students  willingness ability solve today s environmental problems prevent new ones developing  board desires offer environmental education fosters attitudes personal responsibility toward environment provides students concepts  knowledge skills needed contribute meaningfully decisions involving environment resources  grade levels  environmental facts taught relate  students understand basic ecological principles appreciate interrelated nature living processes  effect human activities ecological relationships  interdependence humanity nature  board encourages school classroom activities encourage students recycle  conserve water energy  use biodegradable materials possible  dispose wastes environmentally sound way  board encourages staff provide students opportunities increase understanding science interdependence living things study endangered species local habitats participation projects related study  district may provide students opportunity participate outdoor education programs  board policy manual sierra sands unified school district
Kern,El Tejon Unified,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030650&revid=TRpPnkBIdDebRsHplussHAx3g==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,El_Tejon_Unified_BP6142.pdf,policy 61425  environmental education status  adopted original adopted date  09082021  last reviewed date  09082021 governing board recognizes schools play crucial role educating students relationship humans natural world preparing skills  knowledge  principles needed solve environmental problems  board believes students understand ecological systems impact human action systems  including  limited  climate change  district s environmental education program shall promote environmental literacy shall prepare students stewards natural resources live environmentally sustainable lifestyle  district s local control accountability plan may include local goals priorities environmental literacy  district s environmental education program may taught across district curriculum science  historysocial science  english language arts  health   extent practicable  mathematics  instruction shall aligned stateadopted standards curriculum frameworks may include  limited  interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program may also provide active student participation onsite resource conservation management programs promotion service learning partnerships  superintendent designee may collaborate local educational agencies andor communitybased organizations enhance curriculum learning experiences provided students  superintendent designee shall ensure environmentbased learning experiences made available equitable basis environmental literacy curriculum reflects linguistic  ethnic  socioeconomic diversity california  appropriate  superintendent designee shall provide professional development teachers development effective implementation curriculum activities inside outside classroom promote environmental literacy  board policy manual el tejon unified school district
Kings,Armona Union Elementary,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030697&revid=MhaPNFaJplusjutat217lpciQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=ruE8yj8gaZHBkLjNHWmKZw==&PG=6&IRP=0&isPndg=false,Armona_Union_Elementary_BP6142.pdf,policy 61425  environmental education status  adopted original adopted date  09112008  last revised date  09092021  last reviewed date  09092021 governing board recognizes schools play crucial role educating students relationship humans natural world preparing skills  knowledge  principles needed solve environmental problems  board believes students understand ecological systems impact human action systems  including  limited  climate change  district s environmental education program shall promote environmental literacy shall prepare students stewards natural resources live environmentally sustainable lifestyle  district s local control accountability plan may include local goals priorities environmental literacy  district s environmental education program may taught across district curriculum science  history social science  english language arts  health   extent practicable  mathematics  instruction shall aligned stateadopted standards curriculum frameworks may include  limited  interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program may also provide active student participation onsite resource conservation management programs promotion service learning partnerships  superintendent designee may collaborate local educational agencies andor communitybased organizations enhance curriculum learning experiences provided students  superintendent designee shall ensure environmentbased learning experiences made available equitable basis environmental literacy curriculum reflects linguistic  ethnic  socioeconomic diversity california  appropriate  superintendent designee shall provide professional development teachers development effective implementation curriculum activities inside outside classroom promote environmental literacy  board policy manual armona union elementary school district
Kings,Island Union Elementary,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030665&revid=6hw2zTGt9jXxYMtNxoZ03w==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=ruE8yj8gaZHBkLjNHWmKZw==&PG=6&IRP=0&isPndg=false,Island_Union_Elementary_BP6142.pdf,policy 61425  environmental education status  adopted original adopted date  01222008  last revised date  07302013  last reviewed date  07302013 board trustees recognizes schools play crucial role educating students importance environment preparing stewards natural resources  board believes students value environment  respect life forms  understand basic ecological principles support planet  live ecologically responsible lifestyle  superintendentprincipal designee shall develop environmental education program aligned state academic standards curriculum frameworks  superintendentprincipal designee shall determine district s environmental education program integrated district s science curriculum subjects courses concepts may explicitly systematically taught  goal district s environmental education program shall provide students understanding interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program shall emphasize coordination instructional resources active student participation onsite resource conservation management programs promotion service learning partnerships  board policy manual island union elementary school district
Kings,Kings River-Hardwick Union Elementary,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030688&revid=cisIVDExSplusB6msZmOeaisQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=ruE8yj8gaZHBkLjNHWmKZw==&PG=6&IRP=0&isPndg=false,Kings_River_Hardwick_BP6142.pdf,policy 61425  environmental education status  adopted original adopted date  02121991  last revised date  11092021  last reviewed date  11092021 governing board recognizes schools play crucial role educating students relationship humans natural world preparing skills  knowledge  principles needed solve environmental problems  board believes students understand ecological systems impact human action systems  including  limited  climate change  district s environmental education program shall promote environmental literacy shall prepare students stewards natural resources live environmentally sustainable lifestyle  district s local control accountability plan may include local goals priorities environmental literacy  district s environmental education program may taught across district curriculum science  historysocial science  english language arts  health   extent practicable  mathematics  instruction shall aligned stateadopted standards curriculum frameworks may include  limited  interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program may also provide active student participation onsite resource conservation management programs promotion service learning partnerships  superintendent designee may collaborate local educational agencies andor communitybased organizations enhance curriculum learning experiences provided students  superintendent designee shall ensure environmentbased learning experiences made available equitable basis environmental literacy curriculum reflects linguistic  ethnic  socioeconomic diversity california  appropriate  superintendent designee shall provide professional development teachers development effective implementation curriculum activities inside outside classroom promote environmental literacy  board policy manual kings riverhardwick school district
Kings,Kit Carson Union Elementary,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030215&revid=g5912gJguxW6plfnyhslsh1zQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=ruE8yj8gaZHBkLjNHWmKZw==&PG=6&IRP=0&isPndg=false,Kit_Carson_Union_Elementary_BP6142.pdf,policy 61425  environmental education status  adopted original adopted date  10172007  last reviewed date  10172007 governing board recognizes schools play crucial role educating students importance environment preparing stewards natural resources  board believes students value environment  respect life forms  understand basic ecological principles support planet  live ecologically responsible lifestyle  superintendent designee shall develop environmental education program aligned state academic standards curriculum frameworks  superintendent designee shall determine district s environmental education program integrated district s science curriculum subjects courses concepts may explicitly systematically taught  goal district s environmental education program shall provide students understanding interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program shall emphasize coordination instructional resources active student participation onsite resource conservation management programs promotion service learning partnerships  board policy manual kit carson union elementary school district
Kings,Lakeside Union Elementary,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030717&revid=32N3IMdMZNjvqbWWrqaZeg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=ruE8yj8gaZHBkLjNHWmKZw==&PG=6&IRP=0&isPndg=false,Lakeside_Union_BP6142.pdf,policy 61425  environmental education status  adopted original adopted date  09172012  last reviewed date  09172012 governing board recognizes schools play crucial role educating students importance environment preparing stewards natural resources  board believes students value environment  respect life forms  understand basic ecological principles support planet  live ecologically responsible lifestyle  superintendent designee shall develop environmental education program aligned state academic standards curriculum frameworks  superintendent designee shall determine district s environmental education program integrated district s science curriculum subjects courses concepts may explicitly systematically taught  goal district s environmental education program shall provide students understanding interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program shall emphasize coordination instructional resources active student participation onsite resource conservation management programs promotion service learning partnerships  board encourages staff provide students opportunities increase understanding science interdependence living things study endangered species local habitats participation projects related study  board policy manual lakeside union school district
