,Unnamed: 0,CDS Code,County,District Name,Locale Classifications,District Type,2023-24 Student Enrollment,2023-24 % Unduplicated,BP: 3511.1 Integrated Waste Management,BP 3511.1 Year Adopted,BP 3511.1 Year of Policy Update if applicable,BP 3511.1 Link to Policy,AR: 3511.1 Integrated Waste Management Regulation,AR 3511.1 Year Adopted,AR 3511.1 Year of Policy Update if applicable,AR 3511.1 Link to Policy,School Board Policy Commitments Score (out of 3),Building Electrification,Energy Efficiency,On-Site Renewables,HVAC: AC,Indoor Air Quality,Energy Resilience,Fleet Electrification,EV Chargers for Parking,Water Conservation,Zero Waste Initiative,Schoolyard Forest,School Gardens,District-Wide Curriculum Environmental or Climate Literacy Indicators (up to 3),Overall District Action and Literacy Initiative Indicators (up to 10),Staff Capacity Indicators (up to 4),W/O Policy Environmental and Climate Action Score (17 points),"Plans, Communication, and Awards Indicators (up to 3)",District-Wide Campus Sustainability Indicators (up to 3),District-Wide Environmental Community and Culture Indicators (up to 3),Environmental and Climate Action Score (20 points),BP3511.1: Path to PDF,BP3511.1: PDF Text,AR3511.1: Path to PDF,AR3511.1: PDF Text,AR3514 PDF Name,AR3511.1 PDF Name
212,212,25735930000000,Modoc,Tulelake Basin Joint Unified,Rural,Unified School District,429,83,1,2021,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030245&revid=g2EnfzgZQTI2SAGNGs9sfw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2021,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030245&revid=7JK1WOxFvn0TSARkuv5UKg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,1,1.5,2.0,0,2.0,0.0,0.5,0.0,5.0,Tulelake_Basin_Joint_Unified_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Tulelake_Basin_Joint_Unified_Modoc_AR3511.1.pdf, adopted oorriiggiinnaall aaddoopptteedd ddaattee llaasstt rreevviieewweedd ddaattee applicable area district operation superintendent designee shall design integrated waste management program minimizes generation waste encourages recovery diversion reusable material waste stream improves efficiency utilization natural material resource protects environment program shall implement measure andor practice reduce consumption disposable material increase composting organic material fully utilize material prior disposal recycle material paper glass plastic aluminum prefer recycled biodegradable environmentally preferable product procuring material use district school building contracting construction modernization district building work city county government agency locate market district reusable recyclable material minimize use nonbiodegradable material work vendor contractor use packaging delivery material generate less waste recycling school site district facility generates four cubic yard solid waste per week shall take least one following action public resource code source separate recyclable material solid waste subscribe basic level recycling service includes collection selfhauling arrangement pickup recyclable material subscribe recycling service may include mixed waste processing yield diversion result comparable source separation school site district facility generates two cubic yard per week solid waste recyclables organic shall arrange recycling service specifically organic waste including food waste green waste landscape pruning waste nonhazardous wood waste foodsoiled paper waste mixed food waste facility shall take least one following action public resource code source separate organic waste waste subscribe basic level organic waste recycling service includes collection recycling organic waste recycle organic waste onsite selfhaul organic waste recycling subscribe organic waste recycling service may include mixed waste processing specifically recycles organic waste make arrangement sell donate recyclable organic waste material school site district facility meet threshold solid organic waste shall place recycling bin container solid organic waste applicable area food material purchased facility immediate consumption recycling bin container shall public resource code adjacent bin container nonrecyclable trash except restrooms2 visible easily accessible clearly marked educational signage indicating appropriate item placed recycling bin container accordance state law local jurisdiction waste ordinance practice,Tulelake_Basin_Joint_Unified_Modoc_AR3511.1.pdf,Tulelake_Basin_Joint_Unified_Modoc_AR3511.1.pdf
213,213,26736680000000,Mono,Eastern Sierra Unified,Rural,Unified School District,368,49,1,2021,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030767&revid=0GFy9KTps9qOraNslshG7slshoqg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2021,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030767&revid=7zJkHUo3cFua6Q2p4LrVsQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,1.0,1.0,0,0,1,1,1.0,3.0,0,3.0,0.0,2.0,0.0,6.0,Eastern_Sierra_Unified_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Eastern_Sierra_Unified_Mono_AR3511.1.pdf, adopted oorriiggiinnaall aaddoopptteedd ddaattee llaasstt rreevviieewweedd ddaattee applicable area district operation superintendent designee shall design integrated waste management program minimizes generation waste encourages recovery diversion reusable material waste stream improves efficiency utilization natural material resource protects environment program shall implement measure andor practice reduce consumption disposable material increase composting organic material fully utilize material prior disposal recycle material paper glass plastic aluminum prefer recycled biodegradable environmentally preferable product procuring material use district school building contracting construction modernization district building work city county government agency locate market district reusable recyclable material minimize use nonbiodegradable material work vendor contractor use packaging delivery material generate less waste recycling school site district facility generates four cubic yard solid waste per week may take least one following action public resource code source separate recyclable material solid waste subscribe basic level recycling service includes collection selfhauling arrangement pickup recyclable material subscribe recycling service may include mixed waste processing yield diversion result comparable source separation school site district facility generates two cubic yard per week solid waste recyclables organic may arrange recycling service specifically organic waste including food waste green waste landscape pruning waste nonhazardous wood waste foodsoiled paper waste mixed food waste facility shall take least one following action public resource code source separate organic waste waste subscribe basic level organic waste recycling service includes collection recycling organic waste recycle organic waste onsite selfhaul organic waste recycling subscribe organic waste recycling service may include mixed waste processing specifically recycles organic waste make arrangement sell donate recyclable organic waste material school site district facility meet threshold solid organic waste may place recycling bin container solid organic waste applicable area food material purchased facility immediate consumption recycling bin container shall public resource code adjacent bin container nonrecyclable trash except restroom visible easily accessible clearly marked educational signage indicating appropriate item placed recycling bin container accordance state law local jurisdiction waste ordinance practice,Eastern_Sierra_Unified_Mono_AR3511.1.pdf,Eastern_Sierra_Unified_Mono_AR3511.1.pdf
214,214,26736920000000,Mono,Mammoth Unified,Town,Unified School District,1112,57,1,2012,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030319&revid=dxci62DcuAy3gttT9xbslshGg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2012,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030319&revid=fRAQFHGSTyK7sfiiTTKbyw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,1,1,0,1.0,0.0,0,0.0,0.0,0,0,0,0,1.0,3.25,0,3.75,0.5,1.75,0.0,7.25,Mammoth_Unified_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Mammoth_Unified_Mono_AR3511.1.pdf, applicable area district operation superintendent designee shall design integrated waste management program minimizes generation waste encourages recovery diversion reusable material waste stream improves efficiency utilization natural material resource protects environment program shall implement measure andor practice reduce consumption disposable material increase composting organic material fully utilize material prior disposal recycle material paper glass plastic aluminum prefer recycled biodegradable environmentally preferable product procuring material use district school building contracting construction modernization district building work city county government agency locate market district reusable recyclable material minimize use nonbiodegradable material work vendor contractor use packaging delivery material generate less waste recycling school site district facility generates four cubic yard solid waste per week shall take least one following action public resource code source separate recyclable material solid waste subscribe basic level recycling service includes collection selfhauling arrangement pickup recyclable material subscribe recycling service may include mixed waste processing yield diversion result comparable source separation school site district facility generates two cubic yard per week solid waste recyclables organic shall arrange recycling service specifically organic waste including food waste green waste landscape pruning waste nonhazardous wood waste foodsoiled paper waste mixed food waste facility shall take least one following action public resource code source separate organic waste waste subscribe basic level organic waste recycling service includes collection recycling organic waste recycle organic waste onsite selfhaul organic waste recycling subscribe organic waste recycling service may include mixed waste processing specifically recycles organic waste make arrangement sell donate recyclable organic waste material school site district facility meet threshold solid organic waste shall place recycling bin container solid organic waste applicable area food material purchased facility immediate consumption recycling bin container shall public resource code adjacent bin container nonrecyclable trash except restrooms2 visible easily accessible clearly marked educational signage indicating appropriate item placed recycling bin container accordance state law local jurisdiction waste ordinance practice,Mammoth_Unified_Mono_AR3511.1.pdf,Mammoth_Unified_Mono_AR3511.1.pdf
215,215,27659610000000,Monterey,Alisal Union,Urban,Elementary School District,7339,96,1,2004,2004,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030675&revid=ODyU2j797Dvmp0IimPjDYw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2004,2004,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030675&revid=c4slshmtzpqQy4jHM5QplusBs22w==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,0.0,0.0,1,1.0,0.0,0,1,0,1,1.0,4.5,0,5.0,0.5,3.0,0.5,8.0,Alisal_Union_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Alisal_Union_Monterey_AR3511.1.pdf,alisalunion schooldistrict  adopted oorriiggiinnaall aaddoopptteedd ddaattee llaasstt rreevviieewweedd ddaattee ensure efficient utilization natural material resource superintendent designee shall work towards instituting following measure andor practice reduce waste generation reducing consumption disposable material composting organic material fully utilizing material prior disposal recycle material paper glass plastic aluminum minimize use nonbiodegradable product prefer recycled environmentally preferable product procuring material use district school building contracting construction modernization district building work vendor contractor use packaging delivery material generate less waste work city county government agency locate market district reusable recyclable material,Alisal_Union_Monterey_AR3511.1.pdf,Alisal_Union_Monterey_AR3511.1.pdf
216,216,27659870000000,Monterey,Carmel Unified,Suburban,Unified School District,2159,17,1,2018,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030810&revid=xKo8lslshk8zsk0ckBBfJhpBA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2018,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030810&revid=AzJ5jK7ltqyBdctfbKY1Cw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,0,0.0,0.0,1,1,0,1,2.5,9.0,4,16.0,3.0,3.0,2.5,19.0,Carmel_Unified_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Carmel_Unified_Monterey_AR3511.1.pdf,carmelunifiedschool district  applicable area district operation superintendent designee shall design integrated waste management program minimizes generation waste encourages recovery diversion reusable material waste stream improves efficiency utilization natural material resource protects environment program shall implement measure andor practice reduce consumption disposable material increase composting organic material fully utilize material prior disposal recycle material paper glass plastic aluminum prefer recycled biodegradable environmentally preferable product procuring material use district school building contracting construction modernization district building work city county government agency locate market district reusable recyclable material minimize use nonbiodegradable material work vendor contractor use packaging delivery material generate less waste recycling school site district facility generates four cubic yard solid waste per week shall take least one following action public resource code source separate recyclable material solid waste subscribe basic level recycling service includes collection selfhauling arrangement pickup recyclable material subscribe recycling service may include mixed waste processing yield diversion result comparable source separation school site district facility generates two cubic yard per week solid waste recyclables organic shall arrange recycling service specifically organic waste including food waste green waste landscape pruning waste nonhazardous wood waste foodsoiled paper waste mixed food waste facility shall take least one following action public resource code source separate organic waste waste subscribe basic level organic waste recycling service includes collection recycling organic waste recycle organic waste onsite selfhaul organic waste recycling subscribe organic waste recycling service may include mixed waste processing specifically recycles organic waste make arrangement sell donate recyclable organic waste material school site district facility meet threshold solid organic waste shall place recycling bin container solid organic waste applicable area food material purchased facility immediate consumption recycling bin container shall public resource code adjacent bin container nonrecyclable trash except restroom visible easily accessible clearly marked educational signage indicating appropriate item placed recycling bin container accordance state law local jurisdiction waste ordinance practice,Carmel_Unified_Monterey_AR3511.1.pdf,Carmel_Unified_Monterey_AR3511.1.pdf
217,217,27659950000000,Monterey,Chualar Union,Rural,Elementary School District,262,94,1,*,*,https://drive.google.com/file/d/1P-8Nu9mJRmH-sylO9AZ3iVKUFg-8PX79/view,1.0,*,*,https://drive.google.com/file/d/1P-8Nu9mJRmH-sylO9AZ3iVKUFg-8PX79/view,3.0,0,0,0,0.0,0.0,0,0.0,0.0,1,0,0,0,0.0,1.0,0,1.0,0.0,0.5,0.5,4.0,Chualar_Union_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Chualar_Union_Monterey_AR3511.1.pdf,business noninstructional operation bp green school operation board trustee belief citizen responsibility steward environment desire integrate environmental accountability district operation superintendentprincipal designee shall promote green school practice conserve natural resource reduce impact district operation environment protect health student staff community superintendentprincipal designee may involve district administrator operation maintenance staff representative local governmental agency utility solid waste recycling company community organization health professional andor others appropriate assessment current district operation development strategy improve environmental impact district operation cf citizen advisory committee cf relation governmental agency school cf relation local agency selecting prioritizing strategy superintendentprincipal designee shall give consideration initial cost longterm potential cost saving quality performance product service health impact environmental consideration cf budget cf financial report accountability strategy may include limited reducing energy water consumption exploring renewable clean energy technology cf energy water management establishing recycling program district facility cf integrated waste management reducing consumption disposable material reusing material using electronic rather paper communication feasible purchasing using environmentally preferable product service whenever practical including limited product minimize environmental impact toxin pollutant odor hazard b contain postconsumer recycled content c durable longlastingbp b green school operation continued conserve energy water e produce low amount waste cf environmental safety cf hazardous substance cf integrated pest management cf asthma management cf toxic art supply using least toxic independently certified green cleaning product feasible well highefficiency cleaning equipment reduces need use chemical providing professional development maintenance staff proper use storage disposal cleaning supply cf staff development focusing green building standard sustainability student health facility construction modernization project including decision site selection building design landscaping ground cf facility master plan cf evaluating existing building cf site selection development reducing vehicle traffic encouraging student walk bicycle school use district public transportation cf transportation route service cf safe route school program providing fresh unprocessed organic food district food service program cf food servicechild nutrition program providing instruction student importance environment involving student implementation evaluation green school activity project appropriate cf environmental education,Chualar_Union_Monterey_AR3511.1.pdf,Chualar_Union_Monterey_AR3511.1.pdf
218,218,27660350000000,Monterey,Greenfield Union Elementary,Town,Elementary School District,3307,87,1,2011,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030772&revid=plusBwLIkg5oB8V0Wef5tF5ug==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2012,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030772&revid=yaQe3vHpluszN6D3sxuYplusNKplusA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,1,0.0,0.0,0,0,0,0,0.0,3.0,1,4.0,0.0,2.5,0.5,7.0,Greenfield_Union_Elementary_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Greenfield_Union_Elementary_Monterey_AR3511.1.pdf,greenfieldunionschooldistrict   applicable area district operation superintendent designee shall design integrated waste management program minimizes generation waste encourages recovery diversion reusable material waste stream improves efficiency utilization natural material resource protects environment program shall implement measure andor practice reduce consumption disposable material increase composting organic material fully utilize material prior disposal recycle material paper glass plastic aluminum prefer recycled biodegradable environmentally preferable product procuring material use district school building contracting construction modernization district building work city county government agency locate market district reusable recyclable material minimize use nonbiodegradable material work vendor contractor use packaging delivery material generate less waste recycling school site district facility generates four cubic yard solid waste per week shall take least one following action public resource code source separate recyclable material solid waste subscribe basic level recycling service includes collection selfhauling arrangement pickup recyclable material subscribe recycling service may include mixed waste processing yield diversion result comparable source separation school site district facility generates two cubic yard per week solid waste recyclables organic shall arrange recycling service specifically organic waste including food waste green waste landscape pruning waste nonhazardous wood waste foodsoiled paper waste mixed food waste facility shall take least one following action public resource code source separate organic waste waste subscribe basic level organic waste recycling service includes collection recycling organic waste recycle organic waste onsite selfhaul organic waste recycling subscribe organic waste recycling service may include mixed waste processing specifically recycles organic waste make arrangement sell donate recyclable organic waste material school site district facility meet threshold solid organic waste shall place recycling bin container solid organic waste applicable area food material purchased facility immediate consumption recycling bin container shall public resource code adjacent bin container nonrecyclable trash except restroom visible easily accessible3 clearly marked educational signage indicating appropriate item placed recycling bin container accordance state law local jurisdiction waste ordinance practice,Greenfield_Union_Elementary_Monterey_AR3511.1.pdf,Greenfield_Union_Elementary_Monterey_AR3511.1.pdf
219,219,27660500000000,Monterey,King City Union,Town,Elementary School District,2552,92,1,2011,2011,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030684&revid=W5iniyjL08AMjDSzMmooEw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2011,2011,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030684&revid=DAJsXp0eplus7UQSeuO9R4fWA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,1.0,0.0,0,0.0,0.0,0,0,0,0,0.0,1.75,0,2.25,0.5,0.25,1.5,5.25,King_City_Union_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/King_City_Union_Monterey_AR3511.1.pdf,kingcityunionschooldistrict  adopted oorriiggiinnaall aaddoopptteedd ddaattee llaasstt rreevviieewweedd ddaattee ensure efficient utilization natural material resource superintendent designee shall work towards instituting following measure andor practice reduce waste generation reducing consumption disposable material composting organic material fully utilizing material prior disposal recycle material paper glass plastic aluminum minimize use nonbiodegradable product prefer recycled environmentally preferable product procuring material use district school building contracting construction modernization district building work vendor contractor use packaging delivery material generate less waste work city county government agency locate market district reusable recyclable material,King_City_Union_Monterey_AR3511.1.pdf,King_City_Union_Monterey_AR3511.1.pdf
220,220,27660680000000,Monterey,South Monterey County Joint Union High,Town,High School District,2731,86,1,2021,2021,https://go.boarddocs.com/ca/smc/Board.nsf/goto?open&id=C5ZV4M7E8B15,1.0,2021,2021,https://go.boarddocs.com/ca/smc/Board.nsf/goto?open&id=C5ZVAE7FCA71,3.0,1,1,1,1.0,1.0,0,0.0,0.0,0,0,0,1,1.0,5.5,0,5.5,0.0,3.0,1.0,9.0,South_Monterey_County_Joint_Union_High_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/South_Monterey_County_Joint_Union_High_Monterey_AR3511.1.pdf,pm boarddocs pro book policy section business noninstructional operation title integrated waste management code ar status active adopted august last revised december last reviewed december ar business noninstructional operation integrated waste management applicable area district operation superintendent designee shall design integrated waste management program minimizes generation waste encourages recovery diversion reusable material waste stream improves efficiency utilization natural material resource protects environment program shall implement measure andor practice reduce consumption disposable material increase composting organic material fully utilize material prior disposal recycle material paper glass plastic aluminum prefer recycled biodegradable environmentally preferable product procuring material use district school building contracting construction modernization district building work city county government agency locate market district reusable recyclable material minimize use nonbiodegradable material work vendor contractor use packaging delivery material generate less waste school site district facility generates four cubic yard solid waste per week shall take least one following action public resource code source separate recyclable material solid waste subscribe basic level recycling service includes collection selfhauling arrangement pickup recyclable material subscribe recycling service may include mixed waste processing yield diversion result comparable source separation school site district facility generates two cubic yard per week solid waste recyclables organic shall arrange recycling service specifically organic waste including food waste green waste landscape pruning waste nonhazardous wood waste foodsoiled paper waste mixed food waste facility shall take least one following action public resource code source separate organic waste waste subscribe basic level organic waste recycling service includes collection recycling organic waste http goboarddocscomcasmcboardnsfgoto open idc5zvae7fca71 pm boarddocs pro recycle organic waste onsite selfhaul organic waste recycling ar b subscribe organic waste recycling service may include mixed waste processing specifically recycles organic waste make arrangement sell donate recyclable organic waste material school site district facility meet threshold solid organic waste shall place recycling bin container solid organic waste applicable area food material purchased facility immediate consumption recycling bin container shall public resource code adjacent bin container nonrecyclable trash except restroom visible easily accessible clearly marked educational signage indicating appropriate item placed recycling bin container accordance state law local jurisdiction waste ordinance practice state reference description ccr commercial solid waste http simblieboardsolutionscomsu6lpluskeu3vslsh9nfj1liagbbsa ed code leroy f greene school facility act consideration high performance standard http simblieboardsolutionscomsuvsczr2pwgdptwpstlwcbplusa ed code new construction grant use design material high performance school http simblieboardsolutionscomsuzwofjoqdzyswxoexycsq8q ed code recycling paper ed code science requirement ed code environmental education pub code waste diversion pub code energy conservation assistance pub code integrated waste management act ar c pub code source reduction recycling program pub code schoolsite source reduction recycling assistance program pub code recycling commercial solid waste management resource reference description website aasa school superintendent association http simblieboardsolutionscomsumoaf8ao8cslshslfgc13qqoeq cross reference description philosophy http simblieboardsolutionscomsuvpiyee4upzslshqt6llleumgq relation governmental agency school http simblieboardsolutionscomsu40pu2xbwbbwezztwjeoagg concept role http simblieboardsolutionscomsur0xrsknmzsplus15pgz2kd5vw sale disposal book equipment supply http simblieboardsolutionscomsuh1h0yyoumlkxap8dgkg8ug sale disposal book equipment supply http simblieboardsolutionscomsufkvawhrsjddxvvorplusegpwa contract http simblieboardsolutionscomsudqwuwxxcxw9cn62qzknnyg green school operation http simblieboardsolutionscomsuxgunplus1ny4xheqnqzslshy86tw energy water management http simblieboardsolutionscomsuzncafkpeomvplusxq4ylvnecg ar energy water management http simblieboardsolutionscomsuwhhfbjoslitxluhs61ykqg environmental safety http simblieboardsolutionscomsuwtmevx90csgajsmuk4ovvw http goboarddocscomcasmcboardnsfgoto open idc5zvae7fca71 pm boarddocs pro environmental safety http simblieboardsolutionscomsukhjithircgu1781wamplus7vg integrated pest management http simblieboardsolutionscomsuwjjmhm0ahtk5325rlhskuq facility inspection http simblieboardsolutionscomsuofk92lpslqxwmkvkvdnctw staff development http simblieboardsolutionscomsu3vu3ilwydus8orlarslshttng staff development http simblieboardsolutionscomsu2dzakvwfwggwzzzgwyc2mg environmental education http simblieboardsolutionscomsurhb1qhznwslshp4qhtegxb8ug science instruction http simblieboardsolutionscomsum8c2yxgqlanoe4qgqccirq facility master plan http simblieboardsolutionscomsu87hitsxy1kgtjdmvdjfsoa relation local agency http simblieboardsolutionscomsugsigokghdasslsh4y0plusplusmrm4w regulation south monterey county joint union high school district adopted august king city california http goboarddocscomcasmcboardnsfgoto open idc5zvae7fca71,South_Monterey_County_Joint_Union_High_Monterey_AR3511.1.pdf,South_Monterey_County_Joint_Union_High_Monterey_AR3511.1.pdf
221,221,27660760000000,Monterey,Lagunita Elementary,Rural,Elementary School District,61,16,1,2021,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030706&revid=KL7umsslshy4ywYkFOcFpZn8A==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2021,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030706&revid=92sP8lIvYqP5kTpxXiV5hA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,1,0,0,1,0.5,2.5,1,3.5,0.0,1.5,0.5,6.5,Lagunita_Elementary_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Lagunita_Elementary_Monterey_AR3511.1.pdf,lagunitaschooldistrict  adopted oorriiggiinnaall aaddoopptteedd ddaattee llaasstt rreevviieewweedd ddaattee applicable area district operation superintendent designee shall design integrated waste management program minimizes generation waste encourages recovery diversion reusable material waste stream improves efficiency utilization natural material resource protects environment program shall implement measure andor practice reduce consumption disposable material increase composting organic material fully utilize material prior disposal recycle material paper glass plastic aluminum prefer recycled biodegradable environmentally preferable product procuring material use district school building contracting construction modernization district building work city county government agency locate market district reusable recyclable material minimize use nonbiodegradable material work vendor contractor use packaging delivery material generate less waste recycling school site district facility generates four cubic yard solid waste per week shall take least one following action public resource code source separate recyclable material solid waste subscribe basic level recycling service includes collection selfhauling arrangement pickup recyclable material subscribe recycling service may include mixed waste processing yield diversion result comparable source separation school site district facility generates two cubic yard per week solid waste recyclables organic shall arrange recycling service specifically organic waste including food waste green waste landscape pruning waste nonhazardous wood waste foodsoiled paper waste mixed food waste facility shall take least one following action public resource code source separate organic waste waste subscribe basic level organic waste recycling service includes collection recycling organic waste recycle organic waste onsite selfhaul organic waste recycling subscribe organic waste recycling service may include mixed waste processing specifically recycles organic waste make arrangement sell donate recyclable organic waste material school site district facility meet threshold solid organic waste shall place recycling bin container solid organic waste applicable area food material purchased facility immediate consumption recycling bin container shall public resource code adjacent bin container nonrecyclable trash except restroom visible easily accessible3 clearly marked educational signage indicating appropriate item placed recycling bin container accordance state law local jurisdiction waste ordinance practice,Lagunita_Elementary_Monterey_AR3511.1.pdf,Lagunita_Elementary_Monterey_AR3511.1.pdf
